,ticker,firm,sector
948,ULAS,ULAŞLAR TURİZM YATIRIMLARI VE DAYANIKLI TÜKETİM MALLARI TİCARET PAZARLAMA A.Ş.,ACCOMODATION
949,DOCO,DO & CO AKTIENGESELLSCHAFT,FOOD AND BEVERAGE SERVICES
950,ETILR,ETİLER GIDA VE TİCARİ YATIRIMLAR SANAYİ VE TİCARET A.Ş.,FOOD AND BEVERAGE SERVICES
951,DOBUR,DOĞAN BURDA DERGİ YAYINCILIK VE PAZARLAMA A.Ş.,INFORMATION AND COMMUNICATION
952,HURGZ,HÜRRİYET GAZETECİLİK VE MATBAACILIK A.Ş.,INFORMATION AND COMMUNICATION
953,IHGZT,İHLAS GAZETECİLİK A.Ş.,INFORMATION AND COMMUNICATION
954,IHAAS,İHLAS HABER AJANSI A.Ş.,INFORMATION AND COMMUNICATION
955,TCELL,TURKCELL İLETİŞİM HİZMETLERİ A.Ş.,INFORMATION AND COMMUNICATION
956,TTKOM,TÜRK TELEKOMÜNİKASYON A.Ş.,INFORMATION AND COMMUNICATION
957,IHAAS,İHLAS HABER AJANSI A.Ş.,INFORMATION SERVICE ACTIVITIES
958,DOBUR,DOĞAN BURDA DERGİ YAYINCILIK VE PAZARLAMA A.Ş.,PUBLISHING ACTIVITIES
959,HURGZ,HÜRRİYET GAZETECİLİK VE MATBAACILIK A.Ş.,PUBLISHING ACTIVITIES
960,IHGZT,İHLAS GAZETECİLİK A.Ş.,PUBLISHING ACTIVITIES
961,TCELL,TURKCELL İLETİŞİM HİZMETLERİ A.Ş.,TELECOMMUNICATIONS
962,TTKOM,TÜRK TELEKOMÜNİKASYON A.Ş.,TELECOMMUNICATIONS
